Complex_Phrase,frequency,length,aoa,syllable_count,binary_complex,familiarity,concreteness,imaginability,aoa_gpt,CEFR_Level,cluster
tension,4.22,7,6.0,2,0,4.0,2.3,2.5,7.0,B2,2
technique,4.47,9,6.0,2,0,4.0,2.5,2.0,8.0,B1,3
tactics,4.17,7,6.0,2,1,3.5,2.0,2.5,10.0,B2,3
tactics,4.17,7,6.0,2,1,3.5,2.5,2.0,10.0,B2,3
sought,4.49,6,6.0,1,1,3.5,2.0,2.5,7.5,B2,3
sought,4.49,6,6.0,1,1,3.5,2.0,2.0,7.5,B2,3
soprano,3.31,7,6.0,3,1,3.0,2.5,2.0,10.0,B2,0
solution,4.84,8,6.0,3,0,4.0,2.5,2.0,7.0,B1,5
solution,4.84,8,6.0,3,0,4.0,2.5,2.0,7.0,B1,5
slaughter,3.84,9,6.0,2,1,3.0,3.5,3.8,8.0,B2,1
slaughter,3.84,9,6.0,2,1,3.0,3.5,3.5,8.0,B2,1
situation,5.09,9,6.0,4,0,4.0,2.0,2.5,6.5,A2,5
situation,5.09,9,6.0,4,0,4.2,2.1,2.5,6.5,A2,5
singly,2.73,6,6.0,2,1,2.0,1.5,1.5,12.0,C1,0
shortly,4.47,7,6.0,2,0,4.0,1.5,1.5,7.0,B2,5
shortly,4.47,7,6.0,2,0,4.0,2.0,2.5,7.0,B2,2
specially,4.01,9,6.0,3,0,3.5,2.0,2.0,8.0,B1,0
specially,4.01,9,6.0,3,0,3.5,1.5,1.5,8.0,B1,0
spiking,2.78,7,6.0,2,1,3.0,2.5,2.0,4.0,B2,3
spokesman,3.79,9,6.0,2,1,4.2,3.0,2.5,8.0,B2,3
spokesman,3.79,9,6.0,2,1,4.0,2.5,2.0,8.0,B2,3
strengthen,4.04,10,6.0,2,0,3.8,2.3,2.5,8.0,B2,3
strand,3.68,6,6.0,1,1,3.5,3.0,3.0,8.0,B2,1
steeply,2.93,7,6.0,2,1,3.0,2.0,2.5,8.0,B2,3
stationery,3.29,10,6.0,4,1,4.0,4.2,3.8,8.0,B1,1
stake,4.15,5,6.0,1,1,3.8,3.5,3.2,8.0,B2,1
stake,4.15,5,6.0,1,1,3.8,3.5,3.2,7.0,B2,1
staff,5.08,5,6.0,1,1,4.2,3.5,2.8,4.0,B1,2
squad,4.67,5,6.0,1,1,3.8,3.5,3.2,8.0,B2,1
squad,4.67,5,6.0,1,1,3.8,3.5,3.2,8.0,B2,1
tradition,4.5,9,6.0,3,0,4.2,2.5,3.0,8.0,B1,5
bay,4.73,3,6.0,1,0,3.8,4.2,4.0,5.0,B1,4
bay,4.73,3,6.0,1,0,3.8,4.2,4.0,5.0,B1,4
council,5.08,7,6.0,2,0,4.0,2.5,2.0,8.0,B2,2
fund,4.82,4,6.0,1,1,4.0,2.5,2.0,8.0,B1,2
boulevard,3.7,9,6.0,3,0,3.0,3.5,3.0,10.0,B2,1
nick,4.59,4,6.0,1,0,3.5,3.0,2.5,5.0,B2,1
nick,4.59,4,6.0,1,0,4.0,3.0,2.5,5.0,B2,2
pope,4.38,4,6.0,1,0,4.0,3.0,3.5,8.0,B2,1
pope,4.38,4,6.0,1,0,4.0,3.0,3.5,8.0,B2,1
audio,4.47,5,6.0,3,0,4.5,3.0,3.0,6.0,B1,1
local,5.43,5,6.0,2,0,4.0,3.0,2.5,5.0,A2,2
local,5.43,5,6.0,2,0,4.0,3.0,2.5,6.0,A2,2
josh,4.35,4,6.0,1,0,3.5,2.0,2.5,8.0,C1,3
josh,4.35,4,6.0,1,0,3.5,2.0,2.5,8.0,C1,3
vicious,3.83,7,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
vicious,3.83,7,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
vicinity,3.8,8,6.0,4,1,3.0,2.5,2.0,10.0,B2,0
vicinity,3.8,8,6.0,4,1,3.0,2.5,2.0,10.0,B2,0
vessel,4.27,6,6.0,2,1,3.2,3.8,3.5,6.5,B2,1
version,5.07,7,6.0,2,0,4.0,2.0,2.5,8.0,B1,2
vast,4.49,4,6.0,1,0,3.5,2.0,2.5,7.0,B2,3
vast,4.49,4,6.0,1,0,3.5,2.0,2.5,7.0,B2,3
varied,4.03,6,6.0,2,0,3.5,2.5,2.0,7.0,B1,3
varied,4.03,6,6.0,2,0,3.5,2.5,2.0,7.0,B2,3
vandalism,3.33,9,6.0,3,1,3.5,2.0,2.5,12.0,B2,0
vandalism,3.33,9,6.0,3,1,3.5,2.5,2.0,12.0,B2,0
usually,5.15,7,6.0,3,0,4.5,1.5,1.2,5.0,A1,5
urgent,4.15,6,6.0,2,0,4.0,2.0,2.5,7.0,B1,2
unoccupied,2.93,10,6.0,4,1,3.0,2.5,2.0,8.0,B2,0
union,5.08,5,6.0,2,0,4.2,3.0,3.2,6.5,B1,1
union,5.08,5,6.0,2,0,4.0,3.0,3.5,7.0,B1,1
unidentified,3.61,12,6.0,5,1,3.0,2.0,2.5,8.0,B2,0
unidentified,3.61,12,6.0,5,1,3.0,2.0,2.5,8.0,B2,0
unable,4.61,6,6.0,3,0,4.0,1.5,1.5,5.0,B1,0
typically,4.62,9,6.0,3,0,4.0,1.5,1.5,7.0,B2,5
tuberculosis,3.58,12,6.0,5,0,3.0,2.5,2.0,12.0,B2,0
truce,3.52,5,6.0,1,1,3.0,2.5,2.0,8.0,B2,3
treaty,4.31,6,6.0,2,1,3.5,2.5,2.0,12.0,B2,3
treaty,4.31,6,6.0,2,1,3.8,2.5,2.0,12.0,B2,3
transparency,3.9,12,6.0,4,1,3.5,2.5,2.0,8.0,B2,0
transcript,3.7,10,6.0,2,1,3.5,2.5,2.0,10.0,B2,3
tragic,4.08,6,6.0,2,1,4.0,2.0,3.0,8.0,B2,2
tragedy,4.14,7,6.0,3,1,4.0,2.0,2.5,8.0,B2,5
tragedy,4.14,7,6.0,3,1,4.0,2.0,2.5,10.0,B2,5
victim,4.56,6,6.0,2,1,4.0,2.5,3.0,7.0,B1,2
victim,4.56,6,6.0,2,1,4.2,2.8,3.0,6.5,B1,2
violation,4.15,9,6.0,4,0,3.5,2.0,2.5,8.0,B2,0
violation,4.15,9,6.0,4,0,3.5,2.0,2.5,9.0,B2,0
yield,4.16,5,6.0,1,1,3.8,2.5,2.0,7.0,B2,3
wrongdoing,3.26,10,6.0,2,1,3.5,2.0,2.5,8.0,C1,3
wrongdoing,3.26,10,6.0,2,1,3.5,2.0,2.5,8.0,C1,3
wounded,4.32,7,6.0,2,1,4.0,3.5,3.8,5.0,B2,1
wounded,4.32,7,6.0,2,1,4.0,3.5,3.8,5.0,B2,1
willingness,3.82,11,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
widespread,4.19,10,6.0,2,1,4.0,2.0,2.5,8.0,B2,3
widespread,4.19,10,6.0,2,1,4.0,2.0,2.5,8.0,B2,3
widely,4.54,6,6.0,2,1,4.0,1.5,1.5,5.0,B1,2
whom,4.85,4,6.0,1,0,3.5,1.5,1.2,8.0,B2,3
wherever,4.27,8,6.0,3,0,4.0,1.5,1.5,7.5,B2,0
wherever,4.27,8,6.0,3,0,4.0,1.5,1.5,6.0,B2,0
welfare,4.43,7,6.0,2,1,4.0,2.5,2.0,8.0,B2,2
wealth,4.51,6,6.0,1,0,4.2,2.5,3.0,8.0,B2,1
warfare,4.05,7,6.0,2,1,4.0,2.5,3.0,10.0,C1,3
warfare,4.05,7,6.0,2,1,4.2,2.8,3.5,10.5,B2,3
wage,4.44,4,6.0,1,0,4.0,3.0,2.5,8.0,B2,1
wage,4.44,4,6.0,1,0,4.0,3.0,2.5,8.0,B2,1
vocal,4.16,5,6.0,2,1,3.8,2.5,2.7,8.0,B2,2
violent,4.46,7,6.0,3,0,4.0,2.5,2.0,8.0,B1,5
violent,4.46,7,6.0,3,0,4.0,2.5,2.0,8.0,B1,5
widower,3.03,7,6.0,3,1,3.8,3.5,3.2,8.0,B2,1
patriot,3.73,7,6.0,2,1,4.0,3.0,3.5,8.0,B2,1
patriot,3.73,7,6.0,2,1,4.0,3.0,3.5,8.0,B2,1
logging,3.76,7,6.0,2,1,3.0,3.5,2.5,8.0,B2,1
logging,3.76,7,6.0,2,1,3.8,3.5,3.2,8.0,B2,1
bagged,3.18,6,6.0,2,1,3.0,3.5,2.5,5.0,B2,1
decorative,3.8,10,6.0,4,0,3.0,2.5,3.0,8.0,B2,0
deepen,3.19,6,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
exposed,4.51,7,6.0,2,1,3.5,2.5,2.0,5.0,B2,3
exposed,4.51,7,6.0,2,1,3.5,2.5,2.0,5.0,B2,3
insert,4.01,6,6.0,2,1,3.5,2.5,2.0,6.0,B1,3
declare,4.05,7,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
declare,4.05,7,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
institute,4.8,9,6.0,3,0,4.0,3.0,2.5,10.0,B2,0
institute,4.8,9,6.0,3,0,4.0,3.0,2.5,8.0,B2,5
institution,4.41,11,6.0,4,1,4.0,2.0,2.5,8.0,B2,5
institution,4.41,11,6.0,4,1,4.0,2.0,2.5,10.0,B2,0
intelligence,4.7,12,6.0,4,0,4.5,2.0,3.0,8.0,B1,5
intelligence,4.7,12,6.0,4,0,4.5,2.0,3.0,8.0,B1,5
define,4.31,6,6.0,2,0,4.5,2.0,2.5,7.0,B1,2
define,4.31,6,6.0,2,0,4.0,2.0,2.5,6.0,B1,2
highlights,4.28,10,6.0,2,1,4.0,3.0,3.5,5.0,B1,1
loyalist,3.03,8,6.0,2,1,3.0,2.5,2.0,10.0,C1,3
initial,4.72,7,6.0,3,0,3.5,2.0,2.5,7.0,B2,0
malaria,3.65,7,6.0,3,0,4.0,3.5,3.0,10.0,B2,0
deadly,4.16,6,6.0,2,0,4.0,2.0,3.0,8.0,B2,2
deadly,4.16,6,6.0,2,0,4.0,2.0,3.0,8.0,B2,2
ballot,4.06,6,6.0,2,1,4.0,3.2,2.5,8.0,B2,1
ballot,4.06,6,6.0,2,1,4.0,3.2,2.5,8.0,B2,1
debate,4.64,6,6.0,2,1,4.0,2.5,2.0,8.0,B2,2
debate,4.64,6,6.0,2,1,4.0,2.5,2.0,8.0,B2,2
debt,4.69,4,6.0,1,0,4.0,1.5,1.5,8.0,B2,3
debt,4.69,4,6.0,1,0,4.0,1.5,1.5,8.0,B2,3
independent,4.93,11,6.0,4,1,4.2,2.5,2.8,8.0,B1,5
independent,4.93,11,6.0,4,1,4.2,2.5,2.8,8.0,B1,5
luxurious,3.55,9,6.0,3,1,3.5,2.0,3.0,10.0,B2,0
administration,4.93,14,6.0,5,1,4.0,2.0,2.5,10.0,B2,0
administration,4.93,14,6.0,5,1,4.0,2.0,2.5,10.0,B2,0
likewise,4.04,8,6.0,2,1,3.5,1.5,1.5,8.0,B2,3
likewise,4.04,8,6.0,2,1,3.8,1.5,1.2,8.0,B2,3
aerosol,3.03,7,6.0,3,1,3.0,3.5,2.5,10.0,B2,1
legislative,4.32,11,6.0,4,1,3.5,2.0,2.0,12.0,C1,0
legislative,4.32,11,6.0,4,1,3.5,2.0,2.0,12.0,B2,0
legislation,4.55,11,6.0,4,1,4.0,2.0,2.5,12.0,B2,0
legislation,4.55,11,6.0,4,1,4.0,2.0,2.5,12.0,B2,0
departure,4.22,9,6.0,3,1,4.0,2.8,3.0,6.5,B1,5
departure,4.22,9,6.0,3,1,3.8,2.5,2.7,7.0,B1,5
experimental,4.28,12,6.0,5,0,3.5,2.0,2.5,12.0,B2,0
experimental,4.28,12,6.0,5,0,3.5,2.0,2.5,12.0,B2,0
lesser,4.13,6,6.0,2,0,3.5,2.0,2.5,7.0,B2,3
leading,5.0,7,6.0,2,1,4.0,2.0,2.5,5.0,B2,2
leading,5.0,7,6.0,2,1,4.0,2.5,2.0,5.0,B2,2
attraction,4.11,10,6.0,3,1,4.2,2.8,3.5,7.0,B1,1
attraction,4.11,10,6.0,3,1,4.0,2.8,3.5,7.0,B1,1
existence,4.55,9,6.0,3,0,4.0,2.0,2.5,8.0,B2,5
attorney,4.69,8,6.0,3,0,4.0,2.5,2.0,8.0,B2,5
attorney,4.69,8,6.0,3,0,4.2,3.0,2.5,8.0,B2,5
deserve,4.59,7,6.0,2,1,4.0,2.0,2.5,7.0,B1,2
jubilee,3.44,7,6.0,2,0,3.0,2.5,2.8,10.0,B2,3
leapt,3.05,5,6.0,1,1,3.0,2.5,3.5,7.5,B2,3
interior,4.55,8,6.0,4,1,3.5,3.0,3.0,8.0,B2,0
interior,4.55,8,6.0,4,1,3.5,2.8,3.0,8.0,B2,0
deny,4.34,4,6.0,2,1,4.0,2.0,2.5,6.5,B2,2
democracy,4.51,9,6.0,4,0,4.5,2.0,2.5,8.0,B2,5
democracy,4.51,9,6.0,4,0,4.5,2.0,2.5,10.0,B2,5
available,5.28,9,6.0,4,0,4.5,2.0,2.5,6.0,A2,5
degrade,3.28,7,6.0,2,1,3.5,2.0,2.5,9.0,B2,3
autobiography,3.63,13,6.0,5,1,3.5,2.5,3.0,12.0,B2,0
autobiography,3.63,13,6.0,5,1,3.5,2.5,3.0,12.0,B2,0
exploration,4.19,11,6.0,4,1,3.5,2.5,3.0,8.0,B2,0
deliberate,3.82,10,6.0,4,1,3.5,2.0,2.5,10.0,B2,0
deliberate,3.82,10,6.0,4,1,3.5,2.0,2.5,10.0,B2,0
relay,3.86,5,6.0,2,1,3.8,3.5,3.2,8.0,B2,1
demand,4.84,6,6.0,2,0,4.2,2.8,2.5,6.5,B1,2
manpower,3.46,8,6.0,3,1,3.8,3.2,2.5,8.0,B2,0
furthermore,4.23,11,6.0,3,1,3.5,1.5,1.2,12.0,B2,0
furthermore,4.23,11,6.0,3,1,3.5,1.5,1.2,12.0,B2,0
custody,4.22,7,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
convertible,3.55,11,6.0,4,1,3.8,3.5,3.7,10.0,B2,0
convincing,3.97,10,6.0,3,1,4.0,2.0,2.5,8.0,B2,0
convincing,3.97,10,6.0,3,1,3.5,2.0,2.5,8.0,B2,0
midst,3.89,5,6.0,1,1,3.5,2.0,2.5,8.0,C1,3
federal,5.13,7,6.0,3,0,4.0,2.0,2.5,10.0,B2,5
federal,5.13,7,6.0,3,0,4.0,2.0,2.5,8.0,B2,2
actually,5.49,8,6.0,4,0,4.2,1.5,1.2,6.5,B1,5
actually,5.49,8,6.0,4,0,4.2,1.5,1.2,6.5,B1,5
cooperation,4.3,11,6.0,5,0,4.2,2.5,3.0,8.0,B2,5
cooperation,4.3,11,6.0,5,0,4.0,2.5,3.0,7.0,B2,5
extremely,4.79,9,6.0,3,1,4.0,1.5,1.5,6.0,B1,5
fierce,3.92,6,6.0,1,1,3.8,2.1,2.5,6.5,B2,3
fierce,3.92,6,6.0,1,1,3.8,2.1,2.5,6.5,B2,3
core,4.73,4,6.0,1,1,4.0,3.0,2.5,6.0,B2,1
financial,5.08,9,6.0,3,0,4.0,2.0,2.5,10.0,B1,5
financial,5.08,9,6.0,3,0,4.0,2.0,2.0,10.0,B1,5
elevation,3.9,9,6.0,4,1,3.5,3.2,3.0,8.0,B2,0
elevation,3.9,9,6.0,4,1,3.5,3.2,3.0,8.0,B2,0
correspondent,3.86,13,6.0,4,1,3.5,2.5,2.0,10.0,B2,0
exhibition,4.37,10,6.0,4,1,4.0,3.2,3.5,8.0,B1,1
missionary,3.83,10,6.0,4,1,3.0,2.5,2.0,10.0,B2,0
emperor,4.25,7,6.0,3,0,3.8,3.2,4.0,8.0,B2,1
especially,5.21,10,6.0,4,0,4.0,1.5,1.5,6.5,B1,5
especially,5.21,10,6.0,4,0,4.0,1.5,1.5,6.0,B1,5
content,5.0,7,6.0,2,0,4.0,2.5,2.0,5.0,B1,2
biblical,3.92,8,6.0,3,1,3.5,2.0,2.5,10.0,B2,0
convert,4.11,7,6.0,2,0,3.5,2.0,2.0,8.0,B2,3
mission,4.87,7,6.0,2,1,4.2,2.8,3.0,6.5,B1,2
mission,4.87,7,6.0,2,1,4.0,2.5,3.0,7.0,B1,2
handicapped,3.42,11,6.0,4,1,4.0,3.0,3.5,7.0,B2,0
handicapped,3.42,11,6.0,4,1,4.0,3.0,3.5,5.0,B2,0
bedridden,2.64,9,6.0,3,1,3.0,2.5,3.5,8.0,C1,0
hangover,3.5,8,6.0,3,1,4.0,2.5,3.0,12.0,B2,0
hangover,3.5,8,6.0,3,1,4.0,3.0,3.5,12.0,B2,0
contribution,4.34,12,6.0,4,0,4.0,2.5,2.0,8.0,B2,5
barrier,4.15,7,6.0,3,1,4.2,3.8,3.5,6.5,B2,1
barrier,4.15,7,6.0,3,1,3.8,4.2,3.5,6.5,B2,1
extreme,4.6,7,6.0,2,1,3.8,2.5,2.7,8.0,B1,2
extreme,4.6,7,6.0,2,1,4.0,2.5,2.0,8.0,B1,2
crisis,4.62,6,6.0,2,1,4.2,2.0,2.5,8.0,B2,2
crisis,4.62,6,6.0,2,1,4.0,2.0,2.5,8.0,B2,2
extend,4.34,6,6.0,2,1,3.5,2.0,2.5,6.5,B1,3
criticism,4.49,9,6.0,3,1,4.0,2.0,2.5,8.0,B2,5
criticism,4.49,9,6.0,3,1,4.0,2.0,2.5,8.0,B2,5
margin,4.27,6,6.0,2,1,3.8,2.5,2.0,8.0,B2,2
curfew,3.37,6,6.0,2,1,3.5,2.5,2.0,10.0,B2,3
curfew,3.37,6,6.0,2,1,3.5,2.5,2.0,10.0,B2,3
current,5.27,7,6.0,2,1,4.0,2.5,2.0,6.0,B1,2
current,5.27,7,6.0,2,1,4.0,2.5,2.0,5.0,B1,2
manuscript,3.92,10,6.0,3,1,3.0,3.5,3.0,10.0,C1,1
representative,4.57,14,6.0,5,1,4.0,2.5,2.0,8.0,B2,0
representative,4.57,14,6.0,5,1,4.0,2.5,2.0,8.0,B2,0
barely,4.49,6,6.0,2,1,4.0,1.5,1.5,6.0,B1,2
extension,4.46,9,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
extension,4.46,9,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
hastily,3.3,7,6.0,3,1,3.0,1.5,2.0,8.0,B2,3
hastily,3.3,7,6.0,3,1,3.0,1.5,1.5,8.0,B2,3
costly,3.93,6,6.0,2,0,3.5,2.0,2.5,8.0,B2,3
costly,3.93,6,6.0,2,0,3.5,2.0,2.5,8.0,B2,3
massacre,3.91,8,6.0,2,1,3.0,2.5,3.5,12.0,B2,3
massacre,3.91,8,6.0,2,1,3.0,2.5,3.5,12.0,B2,3
hateful,3.52,7,6.0,3,1,3.5,2.0,2.5,8.0,B2,0
fossil,3.99,6,6.0,2,1,3.5,4.5,4.0,8.0,B2,1
mass,4.87,4,6.0,1,0,3.8,2.5,2.0,6.0,B2,2
mass,4.87,4,6.0,1,0,3.8,2.5,2.0,6.0,B2,2
ignore,4.48,6,6.0,2,0,4.0,2.0,2.0,5.0,B1,2
ignore,4.48,6,6.0,2,0,4.0,2.0,2.0,5.0,B1,2
drops,4.33,5,6.0,1,0,3.8,4.2,4.0,3.0,A2,1
engineering,4.8,11,6.0,4,0,4.2,3.0,3.5,12.0,B1,0
portrait,4.22,8,6.0,2,1,4.0,4.2,4.5,7.0,B1,4
portrait,4.22,8,6.0,2,1,4.0,4.2,4.5,7.0,B1,4
oasis,3.56,5,6.0,2,0,3.5,4.2,4.5,8.0,B2,1
installment,3.58,11,6.0,3,1,3.5,2.5,2.0,10.0,B2,0
observatory,3.71,11,6.0,5,1,3.0,3.5,3.5,12.0,B2,0
observatory,3.71,11,6.0,5,1,3.0,3.5,3.5,12.0,B2,0
engaged,4.52,7,6.0,2,1,4.0,2.5,2.0,7.0,B1,2
occasional,4.12,10,6.0,4,0,3.5,2.0,2.5,8.0,B2,0
occasional,4.12,10,6.0,4,0,3.5,2.0,2.5,8.0,B2,0
opera,4.27,5,6.0,3,1,3.5,3.0,3.0,8.0,B1,0
opera,4.27,5,6.0,3,1,4.0,3.0,3.5,8.0,B1,2
inner,4.5,5,6.0,2,1,4.0,2.0,2.5,5.0,B1,2
influence,4.78,9,6.0,3,1,4.2,2.5,2.8,7.0,B1,5
influence,4.78,9,6.0,3,1,4.2,2.0,2.5,7.0,B1,5
inspiration,4.41,11,6.0,4,1,4.0,2.0,4.5,8.0,B2,1
inspiration,4.41,11,6.0,4,1,4.0,2.0,4.5,8.0,B2,1
entirety,3.69,8,6.0,4,1,3.5,2.0,2.5,8.0,C1,0
error,4.55,5,6.0,2,1,4.0,2.0,2.5,7.0,B1,2
approximately,4.64,13,6.0,4,1,3.5,1.5,1.2,8.0,B2,0
approximately,4.64,13,6.0,4,1,3.5,1.5,1.2,8.0,B2,0
approve,4.08,7,6.0,2,0,4.0,2.0,2.5,7.0,B2,2
interview,4.86,9,6.0,3,0,4.2,3.0,3.5,8.0,B1,1
interview,4.86,9,6.0,3,0,4.2,3.0,3.5,8.0,B1,1
approval,4.5,8,6.0,3,1,4.0,2.5,2.0,6.0,B2,5
appoint,3.7,7,6.0,2,0,3.5,2.0,2.5,8.0,B2,3
dramatic,4.41,8,6.0,3,1,4.0,2.0,3.0,8.0,B1,5
president,5.45,9,6.0,3,0,4.5,3.0,3.5,6.0,A2,1
president,5.45,9,6.0,3,0,4.5,3.0,3.5,6.0,A2,1
application,4.86,11,6.0,4,0,4.0,2.5,2.0,8.0,B1,5
application,4.86,11,6.0,4,0,4.0,2.5,2.0,8.0,B1,5
intention,4.33,9,6.0,3,1,4.0,2.0,2.5,8.0,B1,5
intention,4.33,9,6.0,3,1,4.0,2.0,2.5,8.0,B1,5
humidity,3.83,8,6.0,4,1,3.5,2.5,2.0,8.0,B2,0
apparent,4.32,8,6.0,3,1,3.5,2.0,2.5,7.0,B2,0
apparent,4.32,8,6.0,3,1,3.5,2.0,2.5,7.0,B2,0
infect,3.36,6,6.0,2,1,3.5,2.5,2.0,8.0,B2,3
infect,3.36,6,6.0,2,1,3.5,2.5,2.0,8.0,B2,3
editor,4.62,6,6.0,3,0,4.0,2.5,2.0,8.0,B1,5
employment,4.56,10,6.0,3,0,4.2,2.5,2.0,8.0,B1,5
employment,4.56,10,6.0,3,0,4.2,2.5,2.0,8.0,B1,5
oxygen,4.25,6,6.0,3,0,4.5,3.0,3.0,7.0,B1,1
oxygen,4.25,6,6.0,3,0,4.5,3.0,3.0,7.0,B1,1
effective,4.89,9,6.0,3,0,4.0,2.0,2.5,8.0,B2,5
incident,4.54,8,6.0,3,1,3.8,2.5,2.0,8.0,B2,5
incident,4.54,8,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
elderly,4.15,7,6.0,3,1,4.2,3.0,3.5,7.0,B2,1
elderly,4.15,7,6.0,3,1,4.0,3.0,3.5,7.0,B2,1
element,4.46,7,6.0,3,0,4.0,3.0,3.5,8.0,B2,1
parliament,4.74,10,6.0,3,0,4.0,2.5,2.0,10.0,B2,0
parliament,4.74,10,6.0,3,0,4.0,2.5,2.0,10.0,B2,0
eldest,3.69,6,6.0,2,0,3.5,2.5,2.0,6.0,B1,3
immigration,4.47,11,6.0,4,1,4.0,2.3,2.5,10.5,B2,0
immigration,4.47,11,6.0,4,1,4.0,2.5,2.0,10.0,B2,0
immigrant,4.04,9,6.0,3,1,4.0,3.0,3.5,8.0,B1,1
immigrant,4.04,9,6.0,3,1,4.0,3.0,3.5,8.0,B1,1
population,5.01,10,6.0,4,1,4.0,2.5,2.0,8.0,B1,5
population,5.01,10,6.0,4,1,4.0,2.0,2.5,8.0,B1,5
individual,5.0,10,6.0,5,0,4.0,2.5,2.0,6.0,B1,5
individual,5.0,10,6.0,5,0,4.0,2.5,2.0,6.5,B1,5
dwarf,3.75,5,6.0,1,1,3.8,4.5,4.2,7.0,B2,4
dwarf,3.75,5,6.0,1,1,3.8,4.2,4.5,6.5,B2,4
opportunity,4.95,11,6.0,5,0,4.5,2.0,2.5,8.0,B1,5
indigestion,2.84,11,6.0,4,1,3.5,3.0,2.5,8.0,B2,0
indication,4.06,10,6.0,4,1,3.0,2.5,2.0,8.0,B2,0
indication,4.06,10,6.0,4,1,3.0,2.5,2.0,8.0,B2,0
enclosure,3.61,9,6.0,3,1,3.0,3.5,3.2,8.0,B2,1
enclosure,3.61,9,6.0,3,1,3.0,3.5,3.2,8.0,B2,1
ambitious,3.95,9,6.0,3,1,4.0,2.0,2.5,8.0,B1,0
earnest,3.66,7,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
immediately,4.98,11,6.0,5,0,4.2,1.5,1.3,6.5,B1,5
immediately,4.98,11,6.0,5,0,4.2,1.5,1.3,6.0,B1,5
amateur,4.22,7,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
amateur,4.22,7,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
indicate,4.35,8,6.0,3,1,3.5,2.0,2.0,7.0,B1,0
indicate,4.35,8,6.0,3,1,3.8,2.1,2.0,7.5,B1,5
altitude,3.92,8,6.0,3,1,3.5,3.2,3.0,8.0,B2,0
altitude,3.92,8,6.0,3,1,3.8,3.5,3.2,8.0,B2,0
increasingly,4.38,12,6.0,3,0,3.5,1.5,1.2,8.0,B2,0
increasingly,4.38,12,6.0,3,0,3.5,1.5,1.5,8.0,B2,0
increase,5.08,8,6.0,2,0,4.5,2.0,2.5,5.0,B1,2
molecule,3.67,8,6.0,3,1,3.5,3.0,2.5,12.0,B2,0
domino,3.23,6,6.0,3,1,3.8,4.2,4.0,6.0,B2,1
investigate,4.31,11,6.0,4,1,3.5,2.0,2.5,8.0,B2,0
investigate,4.31,11,6.0,4,1,4.0,2.5,2.0,8.0,B2,5
labor,4.77,5,6.0,2,1,4.0,3.0,2.5,5.0,B2,2
labor,4.77,5,6.0,2,1,4.0,3.0,2.5,7.0,B2,2
labor,4.77,5,6.0,2,1,4.0,3.0,2.5,6.0,A2,2
dictation,2.71,9,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
league,5.13,6,6.0,1,1,4.0,2.5,2.0,8.0,B1,2
league,5.13,6,6.0,1,1,4.0,2.5,2.0,8.0,B1,2
affect,4.59,6,6.0,2,1,3.5,2.0,2.5,8.0,B2,3
homicide,3.8,8,6.0,3,1,4.0,3.0,2.5,12.0,C1,0
hoop,3.41,4,6.0,1,0,4.2,4.5,4.3,4.0,B1,4
hoop,3.41,4,6.0,1,0,4.2,4.5,4.3,4.0,B2,4
psychiatry,3.56,10,6.0,3,1,3.5,2.0,2.5,12.0,B2,0
psychiatry,3.56,10,6.0,3,1,3.5,2.0,2.5,12.0,B2,0
assist,4.42,6,6.0,2,1,4.0,2.5,2.0,5.0,B1,2
assist,4.42,6,6.0,2,1,4.0,2.5,2.0,5.0,B1,2
lies,4.73,4,6.0,1,1,4.0,1.5,2.0,5.0,A2,3
assault,4.44,7,6.0,2,1,4.0,2.5,3.0,9.0,B2,2
assault,4.44,7,6.0,2,1,4.0,2.1,2.5,10.5,B2,3
horror,4.43,6,6.0,2,0,4.0,2.5,4.5,8.0,B1,1
exception,4.35,9,6.0,3,1,4.0,2.0,2.5,8.0,B2,5
assure,4.06,6,6.0,2,1,3.5,2.0,2.5,7.0,B2,3
lieutenant,4.44,10,6.0,3,1,3.5,3.0,3.0,10.0,B2,0
laboratory,4.31,10,6.0,5,0,4.0,3.5,3.0,8.0,B1,5
laboratory,4.31,10,6.0,5,0,4.0,3.5,3.0,8.0,B1,5
lacking,4.08,7,6.0,2,1,3.5,2.0,2.5,7.0,B2,3
lawsuit,4.09,7,6.0,2,1,3.5,2.5,2.0,10.0,B2,3
lawsuit,4.09,7,6.0,2,1,3.5,2.5,2.0,10.0,B2,3
designer,4.42,8,6.0,3,0,4.0,3.0,3.5,8.0,B1,1
desperate,4.32,9,6.0,3,1,4.0,2.0,2.5,8.0,B2,5
destination,4.24,11,6.0,4,1,4.0,3.0,3.5,8.0,B1,1
