HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",95,104,unblocked,1,2,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",126,139,administrator,2,1,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",143,152,convinced,4,4,8
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Do n't forget to insert your own reason to replace `` Insert your reason to be unblocked here '' .,17,23,insert,1,2,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Do n't forget to insert your own reason to replace `` Insert your reason to be unblocked here '' .,43,50,replace,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Do n't forget to insert your own reason to replace `` Insert your reason to be unblocked here '' .,54,60,Insert,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Do n't forget to insert your own reason to replace `` Insert your reason to be unblocked here '' .,79,88,unblocked,2,1,3
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",31,44,Epidexipteryx,9,4,13
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",49,55,unique,3,5,8
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",79,84,arise,0,2,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",94,115, membranous structure,1,0,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",95,105,membranous,9,5,14
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",95,115,membranous structure,6,2,8
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"However , the body feathers of Epidexipteryx are unique in that some appear to arise from a `` membranous structure '' at the base of each feather .",106,115,structure,0,2,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",13,26,Epidexipteryx,2,1,3
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",35,41,unique,3,1,4
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",57,65,features,1,1,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",72,77,bears,1,1,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",81,88,overall,0,1,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",81,99,overall similarity,1,0,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",89,99,similarity,2,3,5
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",107,112,skull,1,1,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",116,125,Sapeornis,7,3,10
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",128,143,oviraptorosaurs,10,4,14
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",155,161,lesser,0,1,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",155,168,lesser extent,0,1,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",162,168,extent,2,2,4
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .",171,188,therizinosauroids,10,4,14
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"Epidexipteryx appears to have lacked remiges ( wing feathers ) , and it likely could not fly .",0,13,Epidexipteryx,2,2,4
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"Epidexipteryx appears to have lacked remiges ( wing feathers ) , and it likely could not fly .",30,36,lacked,1,1,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"Epidexipteryx appears to have lacked remiges ( wing feathers ) , and it likely could not fly .",30,44,lacked remiges,0,1,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"Epidexipteryx appears to have lacked remiges ( wing feathers ) , and it likely could not fly .",37,44,remiges,10,5,15
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",16,24,Olympics,1,0,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",51,53,IV,1,0,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",100,110,olympiques,2,0,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",111,117,dhiver,1,0,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",137,148,multi-sport,2,3,5
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",137,154,multi-sport event,1,1,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",165,175,celebrated,0,3,3
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",191,202,market town,1,0,1
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",206,228,Garmisch-Partenkirchen,2,0,2
3909MD9T2ZISH8ASA7V9XY4ANUQFER,"The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .",206,239,Garmisch-Partenkirchen in Bavaria,1,0,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"He left Nicopolis Pompeii , to live in Bondaroy ( France ) , near the town of Pithiviers .",8,17,Nicopolis,1,1,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,"He left Nicopolis Pompeii , to live in Bondaroy ( France ) , near the town of Pithiviers .",8,25,Nicopolis Pompeii,0,1,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"He left Nicopolis Pompeii , to live in Bondaroy ( France ) , near the town of Pithiviers .",18,25,Pompeii,1,1,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,"He left Nicopolis Pompeii , to live in Bondaroy ( France ) , near the town of Pithiviers .",39,47,Bondaroy,1,1,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,"He left Nicopolis Pompeii , to live in Bondaroy ( France ) , near the town of Pithiviers .",78,88,Pithiviers,2,2,4
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",0,10,Originally,0,1,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",22,33,gingerbread,3,8,11
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",47,55,zingiber,2,1,3
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",71,80,gingebras,1,0,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",83,91,referred,0,1,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",95,104,preserved,1,6,7
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Originally , the term gingerbread ( from Latin zingiber via Old French gingebras ) referred to preserved ginger .",105,111,ginger,0,2,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,6,16,references,1,3,4
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,26,34,Vadstena,1,1,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,26,40,Vadstena Abbey,0,2,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,35,40,Abbey,1,0,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,54,61,Swedish,0,2,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,62,66,nuns,0,5,5
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,72,78,baking,0,2,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,94,98,ease,1,0,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,94,110,ease indigestion,0,1,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .,99,110,indigestion,10,9,19
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Under conditions of high humidity , the rate of evaporation of sweat from the skin decreases .",20,33,high humidity,0,1,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Under conditions of high humidity , the rate of evaporation of sweat from the skin decreases .",25,33,humidity,5,5,10
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Under conditions of high humidity , the rate of evaporation of sweat from the skin decreases .",40,44,rate,2,0,2
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Under conditions of high humidity , the rate of evaporation of sweat from the skin decreases .",48,59,evaporation,7,6,13
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Under conditions of high humidity , the rate of evaporation of sweat from the skin decreases .",63,68,sweat,0,1,1
3W0KKJIARRAMOTSFYF06L10TKN98KN,"Under conditions of high humidity , the rate of evaporation of sweat from the skin decreases .",83,92,decreases,1,2,3
3W0KKJIARRAMOTSFYF06L10TKN98KN,"The son of a photocopier technician , he trained as a butcher , but became involved in graffiti during the great Bristol aerosol boom of the late 1980s . ''",13,24,photocopier,6,6,12
3W0KKJIARRAMOTSFYF06L10TKN98KN,"The son of a photocopier technician , he trained as a butcher , but became involved in graffiti during the great Bristol aerosol boom of the late 1980s . ''",13,35,photocopier technician,3,0,3
3W0KKJIARRAMOTSFYF06L10TKN98KN,"The son of a photocopier technician , he trained as a butcher , but became involved in graffiti during the great Bristol aerosol boom of the late 1980s . ''",25,35,technician,2,1,3
