,word,complex_percentage,length,frequency,aoa,Familiarity,Concreteness
2022,feathered,10.0,9,3.05,8.11,0.0,0.0
2023,feathers,20.0,8,3.79,,0.0,0.0
2024,feature,7.5,7,4.82,7.0,0.0,0.0
2025,featured,43.333333333333336,8,4.44,,0.0,0.0
2026,features,16.0,8,4.94,,0.0,0.0
2027,featuring,30.0,9,4.45,,0.0,0.0
2029,fed,26.666666666666668,3,4.51,,0.0,0.0
2030,federal,5.0,7,5.13,13.5,0.0,0.0
2031,federation,20.0,10,4.26,12.17,0.0,0.0
2033,feed,20.0,4,4.67,4.17,0.0,0.0
2034,feeding,10.0,7,4.28,,0.0,0.0
2037,fell,12.5,4,4.85,,546.0,407.0
2038,fellow,10.0,6,4.76,8.89,475.0,502.0
2039,fence,20.0,5,4.21,6.28,526.0,597.0
2040,fens,40.0,4,2.38,,0.0,0.0
2043,fertility,20.0,9,3.78,14.45,0.0,0.0
2044,festival,2.5,8,4.72,8.39,0.0,0.0
2047,fibers,20.0,6,3.64,,,
2048,fiction,30.0,7,4.44,7.22,0.0,0.0
2049,field,10.0,5,5.24,6.1,0.0,0.0
2050,fielding,5.0,8,3.49,,0.0,0.0
2051,fierce,32.5,6,3.92,9.04,0.0,0.0
2052,fiercely,40.0,8,3.35,,0.0,0.0
2054,fight,10.0,5,5.23,5.47,561.0,455.0
2055,fighters,0.0,8,4.21,,0.0,0.0
2056,fighting,8.75,8,4.92,,0.0,0.0
2057,fights,20.0,6,4.19,,0.0,0.0
2058,figure,0.0,6,5.07,7.53,534.0,472.0
2059,figures,5.0,7,4.73,,0.0,0.0
2060,filaments,20.0,9,2.95,,0.0,0.0
2061,file,10.0,4,4.75,8.21,504.0,480.0
2062,filed,10.0,5,4.49,,0.0,0.0
2063,filibuster,100.0,10,2.89,14.87,0.0,0.0
2064,filing,18.0,6,4.05,,0.0,0.0
2066,film,2.5,4,5.2,6.95,578.0,604.0
2067,final,12.857142857142858,5,5.28,6.58,574.0,0.0
2069,finalized,15.0,9,3.31,,0.0,0.0
2070,finally,0.0,7,5.17,,0.0,0.0
2071,finals,0.0,6,4.45,,0.0,0.0
2072,finances,0.0,8,3.9,,0.0,0.0
2073,financial,11.379310344827584,9,5.08,11.16,0.0,0.0
2074,findings,10.0,8,4.38,,0.0,0.0
2075,fine,0.0,4,5.23,7.44,560.0,328.0
2076,fined,20.0,5,3.7,,0.0,0.0
2077,finish,5.0,6,4.91,6.32,617.0,343.0
2081,fire,11.428571428571429,4,5.3,3.25,580.0,595.0
2083,fireball,25.0,8,3.18,8.58,0.0,0.0
2084,fired,10.0,5,4.63,,0.0,0.0
2085,firehouse,40.0,9,2.87,5.95,,
2086,fireworks,30.0,9,3.83,,0.0,0.0
2087,firing,10.0,6,4.27,,0.0,0.0
2088,firm,6.666666666666667,4,4.79,11.17,567.0,400.0
2089,firmly,0.0,6,4.0,,0.0,0.0
2090,firms,5.0,5,4.38,,0.0,0.0
2091,firmware,40.0,8,3.23,12.86,,
2092,first,5.555555555555555,5,6.11,,590.0,311.0
2094,fiscal,27.5,6,4.26,14.89,0.0,0.0
2095,fishermen,0.0,9,3.65,,0.0,0.0
2096,fishing,6.428571428571429,7,4.47,4.72,532.0,509.0
2097,fit,20.0,3,4.95,5.74,0.0,0.0
2098,fitted,20.0,6,4.13,,0.0,0.0
2099,fitting,10.0,7,4.1,,0.0,0.0
2102,fix,10.0,3,4.75,5.0,0.0,0.0
2103,fixation,30.0,8,3.27,11.33,0.0,0.0
2105,flag,10.0,4,4.58,5.33,545.0,606.0
2106,flagship,20.0,8,3.75,13.12,0.0,0.0
2107,flak,50.0,4,3.06,13.56,0.0,0.0
2110,flared,55.0,6,3.12,,0.0,0.0
2113,flat,20.0,4,4.72,5.68,0.0,0.0
2114,flatworm,15.0,8,1.71,9.28,,
2115,flavors,30.0,7,3.61,,,
2116,fled,43.333333333333336,4,4.05,,0.0,0.0
2117,fleet,30.0,5,4.33,10.74,465.0,520.0
2118,fleeting,30.0,8,3.32,,0.0,0.0
2119,fleshing,55.0,8,2.25,,0.0,0.0
2120,flew,16.666666666666668,4,4.16,,0.0,0.0
2121,flexed,45.0,6,2.76,,0.0,0.0
2122,flexible,25.0,8,4.13,7.58,0.0,0.0
2123,flight,8.0,6,4.86,7.47,0.0,0.0
2124,flooded,50.0,7,3.79,,0.0,0.0
2125,flooding,20.0,8,3.97,,0.0,0.0
2126,flow,6.666666666666667,4,4.68,7.4,518.0,311.0
2127,flowers,10.0,7,4.64,,0.0,0.0
2128,flowing,25.0,7,4.02,,0.0,0.0
2129,flurry,90.0,6,3.11,9.44,0.0,0.0
2130,flute,10.0,5,3.52,8.47,496.0,587.0
2131,flying,10.0,6,4.71,,0.0,0.0
2132,focus,15.0,5,5.0,8.32,0.0,0.0
2133,focused,30.0,7,4.65,,0.0,0.0
2134,foes,30.0,4,3.43,,0.0,0.0
2135,fog,15.0,3,3.9,6.21,546.0,556.0
2136,followed,10.0,8,5.05,,0.0,0.0
2137,following,5.0,9,5.46,,551.0,306.0
2138,food,10.0,4,5.4,3.25,579.0,597.0
2140,foot,10.0,4,4.87,3.44,583.0,558.0
2141,footage,25.714285714285715,7,4.31,9.41,0.0,0.0
2142,football,15.0,8,5.11,4.84,565.0,584.0
2143,foraging,30.0,8,3.13,,0.0,0.0
2144,foray,40.0,5,3.04,13.85,0.0,0.0
2145,forbidden,40.0,9,3.96,,0.0,0.0
2146,force,3.3333333333333335,5,5.23,6.0,552.0,331.0
2147,forced,5.0,6,4.83,,0.0,0.0
2148,forces,3.7142857142857144,6,4.98,7.56,0.0,0.0
2149,forcing,10.0,7,4.21,,0.0,0.0
2150,fore,50.0,4,3.52,12.17,414.0,300.0
2151,forecast,70.0,8,4.09,9.05,524.0,308.0
2152,forecasts,33.333333333333336,9,3.58,,0.0,0.0
2153,forefront,50.0,9,3.52,11.76,0.0,0.0
2154,foreign,2.3076923076923075,7,5.08,8.74,539.0,0.0
2155,foreigners,8.571428571428571,10,3.87,,0.0,0.0
2156,forensic,37.5,8,3.75,13.3,0.0,0.0
2157,forestry,22.5,8,3.69,9.94,0.0,0.0
2158,form,20.0,4,5.31,7.58,553.0,438.0
2159,formal,10.0,6,4.45,10.5,0.0,0.0
2160,formally,7.5,8,4.01,,0.0,0.0
2161,format,10.0,6,4.47,11.47,493.0,0.0
2162,formation,10.0,9,4.49,9.67,471.0,381.0
2163,formed,0.0,6,4.68,,0.0,0.0
2164,former,6.666666666666667,6,5.28,,523.0,0.0
2166,formula,6.666666666666667,7,4.45,10.47,0.0,0.0
2167,fort,0.0,4,4.45,,418.0,580.0
2168,forth,10.0,5,4.4,,474.0,322.0
2169,fortified,33.333333333333336,9,3.43,,0.0,0.0
2170,fortress,60.0,8,3.77,10.05,0.0,0.0
2171,forward,6.666666666666667,7,5.12,,596.0,0.0
2172,fossil,27.5,6,3.99,7.5,0.0,0.0
2173,fought,10.0,6,4.49,,0.0,0.0
2174,foul,25.0,4,4.05,7.75,483.0,351.0
2175,foundation,0.0,10,4.81,10.94,475.0,462.0
2176,founded,10.0,7,4.5,,0.0,0.0
2177,foundry,20.0,7,3.32,11.6,0.0,0.0
2178,fourth,0.0,6,4.83,,549.0,307.0
2180,fox,0.0,3,4.66,,501.0,605.0
2181,fr,0.0,2,4.09,,,
2182,fragile,36.0,7,3.86,8.28,0.0,0.0
2183,frame,35.0,5,4.58,7.67,494.0,562.0
2184,frames,15.0,6,4.01,,0.0,0.0
2185,framework,26.666666666666668,9,4.29,8.83,0.0,0.0
2187,franchises,90.0,10,3.56,,0.0,0.0
2190,fraud,11.428571428571429,5,4.37,10.11,447.0,304.0
2191,free,0.0,4,5.63,5.21,607.0,328.0
2192,freedom,0.0,7,4.86,7.05,568.0,277.0
2193,freely,10.0,6,4.07,,586.0,0.0
2194,freeze,20.0,6,4.11,4.89,563.0,480.0
2196,frequently,10.0,10,4.56,,0.0,0.0
2197,frescoes,100.0,8,2.77,,0.0,0.0
2198,fresh,3.75,5,4.83,6.22,576.0,0.0
2200,friendliness,15.0,12,2.93,6.84,0.0,0.0
2201,friendly,0.0,8,4.64,4.5,604.0,0.0
2202,front,7.5,5,5.28,,570.0,424.0
2204,frontier,24.0,8,3.97,8.86,0.0,0.0
2206,frustration,80.0,11,3.97,8.35,0.0,0.0
2211,full,10.0,4,5.54,4.24,594.0,378.0
2213,fullest,10.0,7,3.48,,0.0,0.0
2214,functions,0.0,9,4.5,,0.0,0.0
2215,fund,17.5,4,4.82,9.56,0.0,0.0
2216,fundamental,32.5,11,4.33,9.9,0.0,0.0
2217,funded,15.0,6,4.29,,0.0,0.0
2218,funding,12.0,7,4.63,10.47,0.0,0.0
2219,funds,7.5,5,4.74,,0.0,0.0
2220,funeral,40.0,7,4.37,7.28,0.0,0.0
2221,fungal,5.0,6,3.31,10.7,0.0,0.0
2222,fungus,13.636363636363637,6,3.53,8.44,0.0,0.0
2225,furthermore,13.333333333333334,11,4.23,,0.0,0.0
2227,fusion,30.0,6,4.02,13.63,0.0,0.0
2228,future,7.5,6,5.33,7.16,612.0,311.0
2230,gag,23.0,3,3.63,7.58,0.0,0.0
2231,gagging,30.0,7,2.93,,0.0,0.0
2232,gained,16.666666666666668,6,4.49,,0.0,0.0
2233,gaining,10.0,7,4.13,,0.0,0.0
2234,gains,0.0,5,4.25,,0.0,0.0
2235,gallery,0.0,7,4.49,8.68,479.0,569.0
2237,game,20.0,4,5.72,4.26,574.0,477.0
2238,games,0.0,5,5.44,,0.0,0.0
2239,gang,10.0,4,4.5,9.22,515.0,492.0
2240,gap,10.0,3,4.47,8.22,0.0,0.0
2241,gaping,30.0,6,3.19,9.83,0.0,0.0
2242,garbage,30.0,7,4.18,4.89,554.0,572.0
2248,gas,10.0,3,5.01,5.32,558.0,554.0
2249,gathering,16.666666666666668,9,4.25,,0.0,0.0
2250,gatherings,35.0,10,3.51,,0.0,0.0
2253,gene,10.0,4,4.36,,0.0,0.0
2254,general,7.5,7,5.47,8.05,568.0,408.0
2255,generals,10.0,8,3.72,,0.0,0.0
2256,generated,7.5,9,4.34,,0.0,0.0
2257,generation,10.0,10,4.82,9.52,520.0,320.0
2258,generations,26.666666666666668,11,4.29,,0.0,0.0
2259,genocide,100.0,8,3.91,13.2,0.0,0.0
2260,genus,30.0,5,3.73,12.33,0.0,0.0
2261,geography,10.0,9,3.98,8.15,495.0,338.0
2265,getaway,50.0,7,3.51,9.5,,
2266,giant,8.0,5,4.62,4.72,469.0,515.0
2267,giants,10.0,6,4.31,,0.0,0.0
2271,ginger,20.0,6,3.93,8.05,455.0,522.0
2272,gingerbread,80.0,11,3.03,6.0,427.0,623.0
2273,girl,10.0,4,5.38,4.0,645.0,607.0
2275,give,20.0,4,5.71,4.28,595.0,326.0
2276,given,0.0,5,5.41,,0.0,0.0
2277,gliding,25.0,7,3.14,,0.0,0.0
2279,globally,30.0,8,3.82,,,
2281,glyph,100.0,5,2.7,12.69,0.0,0.0
2282,go,0.0,2,6.03,3.37,618.0,337.0
2284,goal,10.0,4,5.06,6.89,554.0,482.0
2285,goals,0.0,5,4.95,,0.0,0.0
2286,god,0.0,3,5.57,,567.0,365.0
2287,going,5.0,5,5.94,,0.0,0.0
2290,google,10.0,6,4.86,,,
2292,got,10.0,3,5.91,,565.0,252.0
2293,goths,20.0,5,2.76,,0.0,0.0
2294,govern,0.0,6,3.67,9.53,0.0,0.0
2295,governing,15.0,9,4.12,,0.0,0.0
2296,government,1.1267605633802815,10,5.57,8.5,594.0,426.0
2297,governments,0.0,11,4.45,,0.0,0.0
2298,governor,0.0,8,4.71,8.47,0.0,0.0
2300,gradual,5.0,7,3.67,9.0,0.0,0.0
2301,graduating,60.0,10,3.76,,0.0,0.0
2302,graffiti,36.0,8,3.65,9.47,0.0,0.0
2303,graham,10.0,6,4.3,,,
2304,grand,3.636363636363636,5,4.91,6.68,0.0,0.0
2305,grant,11.666666666666666,5,4.67,,0.0,0.0
2306,granted,12.5,7,4.61,,0.0,0.0
2307,grants,10.0,6,4.15,,0.0,0.0
2309,graphic,15.714285714285714,7,4.23,10.67,368.0,0.0
2310,grateful,30.0,8,4.35,7.42,0.0,0.0
2311,grave,30.0,5,4.31,7.06,501.0,535.0
2312,graves,25.0,6,3.87,,0.0,0.0
2313,gravity,10.0,7,4.21,8.39,493.0,302.0
2314,gray,10.0,4,4.45,5.74,531.0,471.0
2315,great,0.0,5,5.88,5.05,588.0,311.0
2317,green,6.666666666666667,5,5.13,3.79,583.0,460.0
2318,greenery,80.0,8,2.84,9.63,0.0,0.0
2320,grenades,15.0,8,3.48,,0.0,0.0
2322,grew,10.0,4,4.69,,0.0,0.0
2323,grim,36.666666666666664,4,3.69,9.16,0.0,0.0
2324,grip,10.0,4,4.11,6.7,523.0,490.0
2326,grisly,60.0,6,2.74,10.39,395.0,346.0
2327,ground,4.285714285714286,6,5.15,4.89,574.0,558.0
2328,grounds,23.333333333333332,7,4.43,,0.0,0.0
2329,group,6.666666666666667,5,5.57,5.94,553.0,451.0
2330,groups,2.5,6,5.12,,0.0,0.0
2331,growing,0.0,7,4.94,,0.0,0.0
2332,growth,7.0,6,5.03,6.7,560.0,381.0
2334,guarantee,60.0,9,4.44,11.05,0.0,0.0
2335,guard,10.0,5,4.73,6.25,504.0,517.0
2336,guarded,15.0,7,3.63,,0.0,0.0
2337,guarding,10.0,8,3.53,,0.0,0.0
2338,guards,0.0,6,4.32,,0.0,0.0
2339,guerrilla,30.0,9,3.38,11.95,0.0,0.0
2340,guesses,50.0,7,3.21,,0.0,0.0
2341,guesthouse,3.3333333333333335,10,2.87,9.26,0.0,0.0
2342,guesthouses,10.0,11,2.13,,0.0,0.0
2343,guidelines,18.0,10,4.25,,,
2344,guild,16.666666666666668,5,3.93,12.94,0.0,0.0
2346,guilty,30.0,6,4.61,8.05,0.0,0.0
2349,gum,20.0,3,3.94,4.89,0.0,0.0
2350,gun,6.666666666666667,3,4.96,5.58,519.0,612.0
2352,gunboat,10.0,7,2.46,10.69,0.0,0.0
2353,gunfire,10.0,7,3.53,7.52,0.0,0.0
2354,gunman,7.5,6,3.32,8.94,0.0,0.0
2355,gunmen,5.0,6,3.23,,0.0,0.0
2356,gunpowder,10.0,9,3.26,9.74,0.0,0.0
2357,guns,20.0,4,4.66,,0.0,0.0
2358,gunshot,0.0,7,3.49,6.78,0.0,0.0
2359,gunshots,24.285714285714285,8,3.22,,0.0,0.0
2361,gutting,40.0,7,2.74,,0.0,0.0
2362,guy,10.0,3,5.4,4.11,550.0,565.0
2365,hacked,35.0,6,3.82,,0.0,0.0
2368,half,5.0,4,5.41,,610.0,389.0
2369,hall,12.5,4,4.87,5.35,592.0,565.0
2370,halos,60.0,5,2.65,,0.0,0.0
2373,hammers,60.0,7,3.31,,0.0,0.0
2375,hand,10.0,4,5.41,2.74,601.0,604.0
2376,handful,10.0,7,4.11,6.42,548.0,0.0
2377,handgun,30.0,7,3.35,7.59,,
2378,handicapped,25.0,11,3.42,7.37,0.0,0.0
2379,hands,3.3333333333333335,5,5.16,,0.0,0.0
2380,handset,15.0,7,3.07,11.53,,
2381,handsets,20.0,8,2.74,,,
2382,hang,15.0,4,4.6,6.68,514.0,397.0
2383,hangover,15.0,8,3.5,13.39,0.0,0.0
2385,happened,8.75,8,5.2,,0.0,0.0
2386,happening,0.0,9,4.8,,0.0,0.0
2388,harass,90.0,6,3.28,10.84,0.0,0.0
2389,harassed,66.66666666666667,8,3.55,,0.0,0.0
2390,harassing,63.333333333333336,9,3.43,,0.0,0.0
2391,harbor,35.0,6,4.15,8.28,448.0,0.0
2392,harboring,100.0,9,2.84,,,
2393,hard,12.5,4,5.53,4.39,595.0,425.0
2394,hardball,40.0,8,2.76,10.4,,
2395,hardware,7.777777777777778,8,4.3,8.63,496.0,560.0
2401,harvesting,20.0,10,3.53,,0.0,0.0
2402,hashtag,50.0,7,3.67,,,
2403,hastily,40.0,7,3.3,,0.0,0.0
2404,hatch,5.0,5,3.82,7.0,0.0,0.0
2405,hateful,15.0,7,3.52,6.42,0.0,0.0
2412,headed,22.5,6,4.55,,0.0,0.0
2413,heading,5.0,7,4.48,,0.0,0.0
2414,headquarters,10.0,12,4.36,8.72,429.0,525.0
2415,healing,40.0,7,4.23,7.7,0.0,0.0
2416,health,2.5,6,5.44,7.56,577.0,372.0
2417,healthiest,35.0,10,3.01,,0.0,0.0
2418,heard,10.0,5,5.27,,0.0,0.0
2419,hearing,12.5,7,4.82,,576.0,369.0
2420,heart,5.0,5,5.31,5.17,578.0,605.0
2421,hearts,0.0,6,4.44,,0.0,0.0
2422,heat,10.0,4,4.86,5.33,580.0,472.0
2423,heaviest,20.0,8,3.35,,0.0,0.0
2424,heavily,4.285714285714286,7,4.54,,0.0,0.0
2425,heavy,7.5,5,4.96,4.05,581.0,413.0
2427,hectares,10.0,8,3.43,,0.0,0.0
2428,height,6.666666666666667,6,4.53,5.42,590.0,376.0
2429,held,15.0,4,5.24,,0.0,0.0
2430,helicopter,3.3333333333333335,10,4.13,5.26,0.0,0.0
2431,helicopters,0.0,11,3.72,,0.0,0.0
2432,helmet,0.0,6,4.02,5.71,528.0,602.0
2433,help,10.0,4,5.75,3.65,594.0,320.0
2434,helped,10.0,6,4.88,,0.0,0.0
2436,hemoglobin,20.0,10,2.92,13.45,0.0,0.0
2437,hence,30.0,5,4.38,,0.0,0.0
2439,herald,33.333333333333336,6,3.95,10.0,0.0,0.0
2440,heritage,41.666666666666664,8,4.36,9.79,0.0,0.0
2441,heritages,35.0,9,2.18,,,
2442,heroine,10.0,7,3.53,10.68,0.0,0.0
2447,hidden,50.0,6,4.53,,523.0,0.0
2448,high,12.5,4,5.75,4.58,612.0,371.0
2453,higher,5.0,6,5.18,,574.0,324.0
2454,highest,10.0,7,4.86,,0.0,0.0
2455,highlighted,60.0,11,3.89,,0.0,0.0
2456,highlighting,10.0,12,3.67,,0.0,0.0
2457,highlights,20.0,10,4.28,,0.0,0.0
2458,highly,5.0,6,4.89,,0.0,0.0
2459,hike,20.0,4,3.95,9.4,0.0,0.0
2460,hill,6.666666666666667,4,4.82,3.47,585.0,588.0
2461,hired,25.0,5,4.41,,0.0,0.0
2463,historic,7.5,8,4.49,8.47,0.0,0.0
2464,historical,6.25,10,4.69,10.0,0.0,0.0
2465,historically,3.3333333333333335,12,4.08,,0.0,0.0
2466,history,5.0,7,5.39,6.42,564.0,328.0
2467,hit,6.666666666666667,3,5.37,4.75,0.0,0.0
2468,hitting,10.0,7,4.46,,0.0,0.0
2469,hockey,0.0,6,4.42,5.44,514.0,535.0
2471,hold,6.666666666666667,4,5.19,4.67,596.0,416.0
2473,holder,10.0,6,4.21,6.85,0.0,0.0
2474,holding,13.333333333333334,7,4.89,,0.0,0.0
2475,holdings,7.5,8,4.0,,0.0,0.0
2476,hole,15.0,4,4.66,5.05,545.0,485.0
2478,home,6.666666666666667,4,5.81,,626.0,539.0
2479,homepage,10.0,8,3.45,14.26,,
2480,homes,10.0,5,4.69,,0.0,0.0
2481,homicide,43.333333333333336,8,3.8,12.94,429.0,385.0
2482,homicides,100.0,9,3.11,,0.0,0.0
2484,honesty,0.0,7,3.99,5.0,578.0,278.0
2485,honey,0.0,5,4.37,5.44,533.0,611.0
2486,honeydew,25.0,8,2.4,7.56,0.0,0.0
2487,honor,20.0,5,4.69,7.89,0.0,0.0
2488,hooliganism,100.0,11,2.42,,0.0,0.0
2489,hoop,10.0,4,3.41,6.11,0.0,0.0
2490,hopes,10.0,5,4.4,,0.0,0.0
2491,horizon,32.5,7,4.07,8.3,0.0,0.0
2492,horn,15.0,4,4.14,4.84,498.0,618.0
2493,horror,16.666666666666668,6,4.43,7.58,501.0,341.0
2495,hospital,0.0,8,5.07,5.55,548.0,584.0
2497,hospitalize,10.0,11,1.77,7.83,0.0,0.0
2498,hospitalized,20.0,12,3.44,,0.0,0.0
2499,host,20.0,4,4.77,8.05,0.0,0.0
2500,hostile,35.0,7,4.07,9.9,493.0,0.0
2501,hostility,90.0,9,3.61,11.47,472.0,277.0
2502,hosts,10.0,5,4.23,,0.0,0.0
2503,house,2.857142857142857,5,5.71,3.16,600.0,608.0
2504,housed,20.0,6,3.69,,0.0,0.0
2505,households,60.0,10,4.13,,0.0,0.0
2506,houses,0.0,6,4.72,,0.0,0.0
2507,housing,13.125,7,4.77,8.72,0.0,0.0
2510,hub,50.0,3,4.08,10.11,0.0,0.0
2512,huge,15.0,4,5.06,4.9,0.0,0.0
2514,hull,70.0,4,4.06,9.59,0.0,0.0
2516,human,0.0,5,5.35,4.83,596.0,583.0
2517,humanity,2.5,8,4.32,9.28,526.0,381.0
2518,humankind,35.0,9,3.11,7.81,351.0,426.0
2519,humidity,30.0,8,3.83,9.8,0.0,0.0
2520,humor,0.0,5,4.19,7.17,,
2522,hundreds,0.0,8,4.61,,0.0,0.0
2523,hung,10.0,4,4.21,,0.0,0.0
2526,hunger,30.0,6,4.1,6.06,584.0,410.0
2527,hunt,30.0,4,4.49,6.06,523.0,416.0
2529,hunting,10.0,7,4.42,7.26,0.0,0.0
2530,hurdle,42.22222222222222,6,3.41,8.75,437.0,572.0
2531,hurting,60.0,7,4.11,,0.0,0.0
2533,hustler,10.0,7,2.98,12.74,0.0,0.0
2535,hydrogen,1.4285714285714286,8,3.98,11.0,0.0,0.0
2538,hypothesize,70.0,11,2.5,12.21,,
2544,ice,0.0,3,5.0,3.86,564.0,621.0
2545,identified,22.105263157894736,10,4.63,,0.0,0.0
2548,ignited,100.0,7,3.23,,0.0,0.0
2549,ignore,10.0,6,4.48,6.74,514.0,320.0
2550,ignored,15.0,7,4.27,,0.0,0.0
2551,ignoring,30.0,8,4.04,,0.0,0.0
2552,ii,0.0,2,5.02,,,
2554,illegal,8.333333333333334,7,4.68,9.21,0.0,0.0
2555,illegally,13.636363636363637,9,3.87,,0.0,0.0
2556,illegitimate,45.0,12,3.43,9.95,0.0,0.0
2558,illustrations,45.0,13,3.87,,0.0,0.0
2559,imam,0.0,4,3.5,15.8,0.0,0.0
2562,immediate,3.3333333333333335,9,4.52,8.76,0.0,0.0
2563,immediately,8.75,11,4.98,,0.0,0.0
2564,immigrant,35.0,9,4.04,9.78,0.0,0.0
2565,immigrants,26.0,10,4.37,,0.0,0.0
2566,immigration,46.666666666666664,11,4.47,12.63,0.0,0.0
2567,imminently,66.66666666666667,10,2.35,,0.0,0.0
2568,immunity,40.0,8,3.91,12.26,431.0,293.0
2569,impact,30.0,6,4.92,9.95,464.0,379.0
2570,impasse,72.5,7,2.96,14.92,0.0,0.0
2571,impeach,20.0,7,3.1,12.06,0.0,0.0
2572,impeachment,50.0,11,3.59,11.82,0.0,0.0
2573,impede,40.0,6,3.14,13.26,0.0,0.0
2574,implement,100.0,9,4.2,12.11,0.0,0.0
2575,implementation,35.0,14,4.31,13.38,0.0,0.0
2576,implemented,50.0,11,4.23,,0.0,0.0
2577,import,10.0,6,4.1,10.37,511.0,320.0
2578,importance,0.0,10,4.56,6.8,575.0,244.0
2579,important,0.0,9,5.44,5.79,624.0,0.0
2580,impose,26.0,6,3.92,12.26,0.0,0.0
2581,imposed,60.0,7,4.16,,0.0,0.0
2582,imposing,80.0,8,3.73,,0.0,0.0
2583,impossible,5.0,10,4.78,7.32,565.0,198.0
2584,impoverished,55.0,12,3.35,13.26,0.0,0.0
2585,imprisoned,50.0,10,3.79,,0.0,0.0
2586,improperly,20.0,10,3.35,,0.0,0.0
2587,improvement,15.0,11,4.49,8.05,564.0,326.0
2588,impugned,100.0,8,2.1,,0.0,0.0
2590,inadequate,36.666666666666664,10,3.82,11.95,497.0,274.0
2591,inaugural,42.0,9,3.67,11.85,0.0,0.0
2593,inch,10.0,4,4.49,5.11,583.0,451.0
2595,incident,21.153846153846153,8,4.54,10.1,497.0,340.0
2596,incidents,35.0,9,4.15,,0.0,0.0
2597,incisors,90.0,8,2.53,,0.0,0.0
2598,include,10.0,7,5.21,6.47,0.0,0.0
2599,included,10.0,8,5.03,,0.0,0.0
2600,including,11.11111111111111,9,5.52,,0.0,0.0
2601,inclusion,15.0,9,4.02,12.18,0.0,0.0
2602,incoherent,55.0,10,3.09,13.84,0.0,0.0
2603,incoming,10.0,8,3.93,9.0,0.0,0.0
2604,inconclusive,60.0,12,3.13,12.32,0.0,0.0
2605,incontrovertible,30.0,16,2.46,13.25,0.0,0.0
2606,incorporated,50.0,12,4.2,,0.0,0.0
2607,increase,6.666666666666667,8,5.08,7.42,590.0,315.0
2608,increased,5.0,9,4.91,,0.0,0.0
2609,increasing,0.0,10,4.68,,0.0,0.0
2610,increasingly,6.153846153846154,12,4.38,,0.0,0.0
2611,incubated,100.0,9,2.83,,0.0,0.0
2612,incurred,90.0,8,3.6,,0.0,0.0
2613,indefinitely,23.333333333333332,12,3.65,,0.0,0.0
2614,independence,25.0,12,4.58,8.53,543.0,242.0
2615,independent,7.0588235294117645,11,4.93,9.28,523.0,0.0
2616,independently,13.75,13,4.06,,0.0,0.0
2617,index,6.666666666666667,5,4.57,7.89,0.0,0.0
2622,indicate,17.5,8,4.35,9.74,0.0,0.0
2623,indicated,25.0,9,4.34,,0.0,0.0
2624,indicates,10.0,9,4.24,,0.0,0.0
2625,indicating,10.0,10,4.09,,0.0,0.0
2626,indication,40.0,10,4.06,12.0,500.0,282.0
2627,indigenous,37.5,10,4.16,13.41,330.0,275.0
2628,indigestion,50.0,11,2.84,10.11,0.0,0.0
2629,indignation,57.142857142857146,11,3.08,13.18,0.0,0.0
2630,indisputable,42.5,12,2.85,12.47,0.0,0.0
2631,individual,2.5,10,5.0,7.7,586.0,474.0
2632,individuals,10.0,11,4.81,,0.0,0.0
2634,industrial,5.0,10,4.71,10.22,0.0,0.0
2635,industries,3.3333333333333335,10,4.42,,0.0,0.0
2636,industry,0.0,8,5.19,10.44,559.0,479.0
2638,inevitable,90.0,10,4.08,11.6,0.0,0.0
2639,infamous,40.0,8,3.75,11.0,0.0,0.0
2640,infect,40.0,6,3.36,9.15,0.0,0.0
2641,infected,22.857142857142858,8,4.13,,0.0,0.0
2642,infections,15.0,10,3.97,,0.0,0.0
2643,inflation,35.0,9,4.14,11.82,0.0,0.0
2644,influence,23.333333333333332,9,4.78,10.32,539.0,280.0
2645,information,9.285714285714286,11,5.43,7.19,590.0,388.0
2646,infrastructure,60.0,14,4.46,13.41,0.0,0.0
2647,infringement,50.0,12,3.61,13.28,361.0,262.0
2648,ingested,90.0,8,3.11,,0.0,0.0
2649,ingesting,100.0,9,2.8,,0.0,0.0
2650,inhabitants,70.0,11,4.07,,0.0,0.0
2651,initial,0.0,7,4.72,8.29,0.0,0.0
2652,initially,13.75,9,4.49,,0.0,0.0
2653,injured,23.636363636363637,7,4.51,,0.0,0.0
2654,injuries,15.714285714285714,8,4.44,,0.0,0.0
2655,injury,13.333333333333334,6,4.74,7.56,568.0,497.0
2656,ink,6.666666666666667,3,4.07,5.16,542.0,608.0
2657,inked,20.0,5,3.08,,0.0,0.0
2658,inland,60.0,6,3.83,,0.0,0.0
2659,inmates,30.0,7,3.84,,0.0,0.0
2660,inner,10.0,5,4.5,7.94,0.0,0.0
2661,innocent,31.666666666666668,8,4.45,5.95,0.0,0.0
2662,innovation,100.0,10,4.32,12.68,0.0,0.0
2663,innovations,30.0,11,3.73,,0.0,0.0
2664,inquiries,50.0,9,3.81,,0.0,0.0
2665,insect,5.0,6,3.76,4.75,542.0,593.0
2666,insects,10.0,7,4.02,,0.0,0.0
2667,insert,14.0,6,4.01,8.2,0.0,0.0
2668,inside,10.0,6,5.19,,611.0,0.0
2669,insisted,23.333333333333332,8,4.06,,0.0,0.0
2670,insists,30.0,7,3.71,,0.0,0.0
2671,inspect,10.0,7,3.63,8.21,0.0,0.0
